Service Center,County,Initial Services Sought at First Visit,Attended Group Training?,"Total Counseling Time, hrs",Business Status,Impact: Capital Investments,Impact: Created New Jobs,Impact: Revenue Increase,Impact: Started Business,Company's Total employees,"Company's Gross Revenue, $",NAICS code,Ownership Gender,Owner's Hispanic Origin,Owner's Race
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,53,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,54,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,29.25,In Business (> 1 year),35000,0,0,Not applicable: Already in Business,1,150000,44,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,9.75,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,2,0,54,Woman-Owned,Choose not to respond,White/Caucasian
Anne Arundel County,Anne Arundel,Training,Yes,1,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,23,Male-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,1.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,1200000,56,Woman-Owned,Choose not to respond,Choose not to respond
Anne Arundel County,Anne Arundel,Counseling,No,7,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,Yes,12.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,24.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Baltimore,Training,Yes,14.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,350000,51,Male-Owned,Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,6.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,12,150000,Undefined,Woman-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Male-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,24.75,In Business (> 1 year),80000,3,0,Not applicable: Already in Business,3,260000,31,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Training,Yes,9,In Business (> 1 year),0,0,0,Not applicable: Already in Business,50,150000,56,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,6.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,2,0,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,9,Pre-venture/Nascent,0,0,0,No,0,0,44,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Training,Yes,9,Started with SBDC,11000,2,25000,Yes,2,25000,72,Woman-Owned,Choose not to respond,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,31,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,8,0,23,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Baltimore City,Counseling,Yes,9,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,42,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,29.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,Undefined,Male/Female-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,Yes,15,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,44,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,6.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,23,Male-Owned,Hispanic,Choose not to respond
Anne Arundel County,Queen Annes,Counseling,Yes,17.5,In Business (> 1 year),210000,11,1700000,Not applicable: Already in Business,11,1700000,42,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,42.5,In Business (> 1 year),35000,0,0,Not applicable: Already in Business,1,150000,23,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,8,150000,Undefined,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,8,In Business (> 1 year),0,0,0,Not applicable: Already in Business,50,150000,Undefined,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,31,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Outside of Maryland,Counseling,No,14,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,71,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,27.5,Started with SBDC,60000,2,93000,Yes,2,93000,45,Woman-Owned,Hispanic,White/Caucasian
Anne Arundel County,Charles,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,6,150000,23,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,11.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,8,150000,48,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,7,150000,21,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,62,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,4.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,33,Male-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,15,150000,23,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,14.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,24.75,In Business (> 1 year),27900,0,0,Not applicable: Already in Business,2,150000,23,Male/Female-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Male-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,12.75,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,81,Male/Female-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,8,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,4,Pre-venture/Nascent,0,0,0,No,0,0,33,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,5.25,In Business (> 1 year),40000,0,851000,Not applicable: Already in Business,10,851000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,5.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,123,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,23,Male-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,10,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Training,No,12.58299994,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,10,400000,23,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,8,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,7.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,16,150000,33,Male/Female-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,32,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,7,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,62,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Baltimore City,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,48,Woman-Owned,Non-Hispanic,Asian
Anne Arundel County,Baltimore City,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,4,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Male/Female-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,4,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,4,0,62,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Prince Georges,Counseling,Yes,3.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,14,150000,56,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Baltimore City,Counseling,No,2.5,Pre-venture/Nascent,0,0,0,No,0,0,33,Male/Female-Owned,Choose not to respond,Choose not to respond
Anne Arundel County,Anne Arundel,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,81,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Calvert,Counseling,No,14,In Business (> 1 year),0,0,0,Not applicable: Already in Business,8,150000,23,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Outside of Maryland,Counseling,No,11,Pre-venture/Nascent,0,0,0,No,0,0,71,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,15.25,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,23,Woman-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,56,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,2,150000,72,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,12.25,In Business (> 1 year),35000,0,0,Not applicable: Already in Business,1,150000,Undefined,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,1,0,Not applicable: Already in Business,1,150000,81,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,Undefined,Choose not to respond,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,6,Pre-venture/Nascent,0,0,0,No,0,0,42,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,10.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,14,150000,72,Choose not to respond,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,54.75,Pre-venture/Nascent,280000,0,0,No,0,0,51,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,81,Woman-Owned,Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,4,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,4,0,56,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,33,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,5.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,8.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,12,150000,Undefined,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,9.25,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,80000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,4,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,2,0,Undefined,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,0,150000,62,Woman-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,22,150000,72,Male/Female-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,Yes,8,In Business (> 1 year),0,0,0,Not applicable: Already in Business,0,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,53,In Business (> 1 year),27000,0,20000,Not applicable: Already in Business,1,92000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,62,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Prince Georges,Counseling,No,12.25,Pre-venture/Nascent,0,0,0,No,0,0,42,Male/Female-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Training,Yes,16.5,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,1,0,Undefined,Male/Female-Owned,Non-Hispanic,Choose not to respond
Anne Arundel County,Anne Arundel,Counseling,No,4,Start-up (in bus. < 1 year),0,0,0,Not applicable: Already in Business,5,0,62,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,6,In Business (> 1 year),0,0,0,Not applicable: Already in Business,30,150000,72,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,5,150000,23,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3,In Business (> 1 year),0,0,0,Not applicable: Already in Business,8,150000,23,Male-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,13.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,4,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,48,Woman-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,41,150000,72,Male/Female-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,19,850000,23,Male-Owned,Non-Hispanic,Black or African American
Anne Arundel County,Anne Arundel,Counseling,No,3.5,Pre-venture/Nascent,0,0,0,No,0,0,72,Male-Owned,Non-Hispanic,Asian
Anne Arundel County,Anne Arundel,Counseling,No,4,In Business (> 1 year),0,0,0,Not applicable: Already in Business,30,150000,81,Woman-Owned,Non-Hispanic,White/Caucasian
Anne Arundel County,Anne Arundel,Counseling,No,5,In Business (> 1 year),0,0,0,Not applicable: Already in Business,1,150000,54,Woman-Owned,Non-Hispanic,White/Caucasian
